task_id,method,run,test_score,cv_score
2073,TPEC,7,0.6040268456375839,0.5408239700374532
2073,TPEC,8,0.5906040268456376,0.5543071161048688
2073,TPEC,9,0.610738255033557,0.548314606741573
2073,TPEC,10,0.5838926174496645,0.5258426966292135
2073,TPEC,11,0.5771812080536913,0.5295880149812735
2073,TPEC,12,0.610738255033557,0.5378277153558053
2073,TPEC,13,0.5771812080536913,0.5183520599250937
2073,TPEC,14,0.5637583892617449,0.503370786516854
2073,TPEC,15,0.6174496644295302,0.5318352059925094
2073,TPEC,16,0.5973154362416108,0.5295880149812734
2073,TPEC,17,0.5973154362416108,0.5243445692883896
2073,TPEC,18,0.5973154362416108,0.5228464419475655
2073,TPEC,19,0.6040268456375839,0.5378277153558052
10090,EA,0,0.4866666666666667,0.5362962962962963
10090,EA,1,0.46,0.5207407407407407
10090,EA,2,0.2866666666666667,0.32888888888888884
10090,EA,3,0.38666666666666666,0.39777777777777773
10090,EA,4,0.6133333333333333,0.6059259259259259
10090,EA,5,0.3933333333333333,0.42592592592592593
10090,EA,6,0.38666666666666666,0.42814814814814806
10090,EA,7,0.54,0.5814814814814815
10090,EA,8,0.4533333333333333,0.4681481481481481
10090,EA,9,0.4,0.3829629629629629
10090,EA,10,0.44666666666666666,0.4644444444444444
10090,EA,11,0.37333333333333335,0.38
10090,EA,12,0.26666666666666666,0.2785185185185185
10090,EA,13,0.20666666666666667,0.20814814814814814
10090,EA,14,0.21333333333333335,0.24666666666666667
10090,EA,15,0.43333333333333335,0.4814814814814815
10090,EA,16,0.30666666666666664,0.33555555555555555
10090,EA,17,0.49333333333333335,0.5755555555555556
10090,EA,18,0.42,0.42074074074074075
10090,Random,0,0.6466666666666666,0.6599999999999999
10090,Random,1,0.5733333333333334,0.5977777777777777
10090,Random,2,0.5466666666666666,0.5814814814814815
10090,Random,3,0.6333333333333333,0.6703703703703704
10090,Random,4,0.6,0.6125925925925926
10090,Random,5,0.6333333333333333,0.6244444444444444
10090,Random,6,0.6933333333333334,0.6933333333333335
10090,Random,7,0.5266666666666666,0.6051851851851853
10090,Random,8,0.5333333333333333,0.6044444444444445
10090,Random,9,0.6133333333333333,0.6370370370370371
10090,Random,10,0.6,0.6518518518518519
10090,Random,11,0.5933333333333334,0.6392592592592592
10090,Random,12,0.6266666666666667,0.6592592592592592
10090,Random,13,0.6066666666666667,0.654074074074074
10090,Random,14,0.6066666666666667,0.6414814814814814
10090,TPEBO,0,0.4666666666666667,0.5437037037037038
10090,TPEBO,1,0.66,0.7192592592592593
10090,TPEBO,2,0.6066666666666667,0.591851851851852
10090,TPEBO,3,0.74,0.7725925925925926
10090,TPEBO,4,0.7333333333333333,0.7977777777777778
10090,TPEBO,5,0.6733333333333333,0.6607407407407407
10090,TPEBO,6,0.6866666666666666,0.7288888888888889
10090,TPEBO,7,0.6933333333333334,0.7303703703703703
10090,TPEBO,8,0.7466666666666667,0.7740740740740741
10090,TPEBO,9,0.6733333333333333,0.7222222222222222
10090,TPEBO,10,0.6533333333333333,0.6562962962962963
10090,TPEBO,11,0.58,0.6318518518518518
10090,TPEBO,12,0.54,0.4644444444444445
10090,TPEBO,13,0.5733333333333334,0.5340740740740741
10090,TPEBO,14,0.7066666666666667,0.7525925925925926
10090,TPEBO,15,0.64,0.6666666666666667
10090,TPEC,0,0.4533333333333333,0.5118518518518519
10090,TPEC,1,0.2866666666666667,0.2859259259259259
10090,TPEC,2,0.36666666666666664,0.377037037037037
10090,TPEC,3,0.5933333333333334,0.5844444444444443
10090,TPEC,4,0.37333333333333335,0.417037037037037
10090,TPEC,5,0.38,0.3807407407407407
10090,TPEC,6,0.5133333333333333,0.5733333333333334
10090,TPEC,7,0.43333333333333335,0.4674074074074074
10090,TPEC,8,0.35333333333333333,0.3674074074074074
10090,TPEC,9,0.48,0.4822222222222222
10090,TPEC,10,0.4066666666666667,0.3525925925925926
10090,TPEC,11,0.3,0.3007407407407407
10090,TPEC,12,0.2,0.20222222222222222
10090,TPEC,13,0.28,0.28740740740740744
10090,TPEC,14,0.46,0.4725925925925926
10090,TPEC,15,0.32,0.3274074074074074
10090,TPEC,16,0.47333333333333333,0.5422222222222222
10090,TPEC,17,0.41333333333333333,0.4325925925925926
167120,Random,0,0.5150539867109635,0.5227136393383726
167120,Random,1,0.5141196013289037,0.5228174242731367
167120,Random,2,0.5128737541528239,0.5222176955526097
167120,Random,3,0.5131852159468439,0.5230712706343195
167120,Random,4,0.5130813953488372,0.5220560861284748
167120,Random,5,0.509032392026578,0.5223790394978849
167120,Random,6,0.5119393687707641,0.5218946217529398
167120,Random,7,0.5141196013289037,0.5224714021880768
167120,Random,8,0.5136004983388704,0.5228751589388332
167120,Random,9,0.5155730897009967,0.5224137540192518
167120,Random,10,0.5075789036544851,0.5219984000340985
167120,Random,11,0.5167151162790697,0.5225060222282455
167120,Random,12,0.5098629568106312,0.5217215568162054
167120,Random,13,0.5155730897009967,0.5220099553507807
167120,Random,14,0.5144310631229236,0.5220907347791471
168757,EA,0,0.72,0.7311111111111112
168757,EA,1,0.73,0.7322222222222223
168757,EA,2,0.72,0.7188888888888889
168757,EA,3,0.7,0.71
168757,EA,4,0.72,0.7077777777777777
168757,EA,5,0.68,0.7277777777777779
168757,EA,6,0.73,0.7388888888888889
168757,EA,7,0.72,0.7311111111111112
168757,EA,8,0.74,0.7333333333333334
168757,EA,9,0.73,0.7355555555555556
168757,EA,10,0.71,0.7300000000000001
168757,EA,11,0.68,0.731111111111111
168757,EA,12,0.72,0.7244444444444446
168757,EA,13,0.71,0.7277777777777779
168757,EA,14,0.72,0.7266666666666667
168757,EA,15,0.75,0.7300000000000001
168757,EA,16,0.68,0.7177777777777777
168757,EA,17,0.7,0.7
168757,EA,18,0.72,0.7288888888888889
168757,EA,19,0.7,0.7344444444444445
168757,Random,0,0.77,0.7611111111111111
168757,Random,1,0.78,0.7544444444444445
168757,Random,2,0.73,0.7488888888888889
168757,Random,3,0.78,0.7544444444444445
168757,Random,4,0.78,0.7644444444444444
168757,Random,5,0.79,0.7511111111111111
168757,Random,6,0.76,0.7511111111111111
168757,Random,7,0.77,0.7566666666666666
168757,Random,8,0.78,0.76
168757,Random,9,0.78,0.7622222222222221
168757,Random,10,0.8,0.7644444444444444
168757,Random,11,0.75,0.7555555555555555
168757,Random,12,0.81,0.76
168757,Random,13,0.78,0.7577777777777778
168757,Random,14,0.77,0.7588888888888888
168757,TPEBO,0,0.77,0.7633333333333333
168757,TPEBO,1,0.78,0.7577777777777778
168757,TPEBO,2,0.81,0.7744444444444444
168757,TPEBO,3,0.7,0.7411111111111112
168757,TPEBO,4,0.83,0.7699999999999999
168757,TPEBO,5,0.77,0.7622222222222221
168757,TPEBO,6,0.81,0.7722222222222223
168757,TPEBO,7,0.78,0.7744444444444444
168757,TPEBO,8,0.83,0.7722222222222223
168757,TPEBO,9,0.8,0.7699999999999999
168757,TPEBO,10,0.82,0.7777777777777778
168757,TPEBO,11,0.77,0.7688888888888888
168757,TPEBO,12,0.8,0.7811111111111111
168757,TPEBO,13,0.77,0.7699999999999999
168757,TPEBO,14,0.75,0.7755555555555554
168757,TPEBO,15,0.8,0.7655555555555555
168757,TPEBO,16,0.77,0.7544444444444445
168757,TPEBO,17,0.79,0.7677777777777778
168757,TPEBO,18,0.78,0.7577777777777778
168757,TPEBO,19,0.76,0.7688888888888888
168757,TPEC,0,0.72,0.7366666666666667
168757,TPEC,1,0.73,0.7300000000000001
168757,TPEC,2,0.72,0.72
168757,TPEC,3,0.68,0.7188888888888889
168757,TPEC,4,0.71,0.7144444444444444
168757,TPEC,5,0.67,0.7311111111111112
168757,TPEC,6,0.73,0.7344444444444445
168757,TPEC,7,0.72,0.7266666666666668
168757,TPEC,8,0.73,0.7211111111111113
168757,TPEC,9,0.73,0.7266666666666668
168757,TPEC,10,0.68,0.7288888888888889
168757,TPEC,11,0.68,0.7188888888888889
168757,TPEC,12,0.7,0.74
168757,TPEC,13,0.72,0.7200000000000001
168757,TPEC,14,0.68,0.7233333333333334
168757,TPEC,15,0.74,0.7255555555555556
168757,TPEC,16,0.72,0.7077777777777777
168757,TPEC,17,0.7,0.7
168757,TPEC,18,0.73,0.7244444444444446
168757,TPEC,19,0.69,0.7322222222222223
168784,EA,0,0.7333333333333333,0.7319721653704462
168784,EA,1,0.6358974358974359,0.64603683995088
168784,EA,2,0.5948717948717949,0.6116807204257061
168784,EA,3,0.5846153846153846,0.6048153909128121
168784,EA,4,0.6307692307692307,0.6317183790421612
168784,EA,5,0.6205128205128205,0.6088121162505117
168784,EA,6,0.717948717948718,0.7193516168645109
168784,EA,7,0.6205128205128205,0.6179844453540728
168784,EA,8,0.6307692307692307,0.6345804338927548
168784,EA,9,0.6512820512820513,0.6552189930413426
168784,EA,10,0.5846153846153846,0.6105296766270978
168784,EA,11,0.6410256410256411,0.648902169463774
168784,EA,12,0.6205128205128205,0.6351796970937371
168784,EA,13,0.5794871794871795,0.5887760949652068
168784,EA,14,0.5487179487179488,0.580771182971756
168784,EA,15,0.6564102564102564,0.6300008186655751
168784,EA,16,0.5794871794871795,0.5973589848546869
168784,EA,17,0.6,0.6128284895620139
168784,EA,18,0.6,0.6111060171919771
168784,EA,19,0.6153846153846154,0.6529267294310275
168784,Random,0,0.7333333333333333,0.7308194842406877
168784,Random,1,0.7948717948717948,0.7709095374539501
168784,Random,2,0.7743589743589744,0.7668997134670488
168784,Random,3,0.7487179487179487,0.7548784281620957
168784,Random,4,0.7282051282051282,0.7353860008186656
168784,Random,5,0.7435897435897436,0.7376897257470324
168784,Random,6,0.7538461538461538,0.7314072861236185
168784,Random,7,0.7538461538461538,0.7537290216946377
168784,Random,8,0.7692307692307693,0.7416962750716334
168784,Random,9,0.7692307692307693,0.7491264838313548
168784,Random,10,0.7794871794871795,0.7491477691363079
168784,Random,11,0.7589743589743589,0.7313876381498158
168784,Random,12,0.7846153846153846,0.7594416700777732
168784,Random,13,0.7692307692307693,0.7617470323372902
168784,Random,14,0.7692307692307693,0.7416848137535816
168784,TPEBO,0,0.764102564102564,0.7428424068767908
168784,TPEBO,1,0.6410256410256411,0.6603733115022512
168784,TPEBO,2,0.8102564102564103,0.7772034383954154
168784,TPEBO,3,0.8205128205128205,0.783520261972984
168784,TPEBO,4,0.8153846153846154,0.7720622185837085
168784,TPEBO,5,0.8256410256410256,0.7903675808432256
168784,TPEBO,6,0.8205128205128205,0.8035530085959885
168784,TPEBO,7,0.764102564102564,0.7651887024150634
168784,TPEBO,8,0.8153846153846154,0.7955349979533359
168784,TPEBO,9,0.8102564102564103,0.7657372083503888
168784,TPEBO,10,0.7948717948717948,0.7926729431027425
168784,TPEBO,11,0.8205128205128205,0.798953745395006
168784,TPEBO,12,0.8307692307692308,0.7938207122390504
168784,TPEBO,13,0.7897435897435897,0.778916086778551
168784,TPEBO,14,0.7794871794871795,0.7548817028243964
168784,TPEBO,15,0.7384615384615385,0.7290822758902988
168784,TPEBO,16,0.8256410256410256,0.7846582071223904
168784,TPEBO,17,0.6358974358974359,0.671222267703643
168784,TPEBO,18,0.8205128205128205,0.7789193614408514
168784,TPEBO,19,0.7692307692307693,0.7382627916496111
168784,TPEC,0,0.7128205128205128,0.7193729021694637
168784,TPEC,1,0.6358974358974359,0.630582071223905
168784,TPEC,2,0.5692307692307692,0.6048022922636103
168784,TPEC,3,0.6307692307692307,0.6363225542365945
168784,TPEC,4,0.6153846153846154,0.6185427752762995
168784,TPEC,5,0.6564102564102564,0.6431747851002866
168784,TPEC,6,0.6512820512820513,0.6454752353663529
168784,TPEC,7,0.6410256410256411,0.6397527629963161
168784,TPEC,8,0.6205128205128205,0.6294228407695457
168784,TPEC,9,0.6358974358974359,0.6420450266066312
168784,TPEC,10,0.5948717948717949,0.5939255014326648
168784,TPEC,11,0.6512820512820513,0.6420286532951289
168784,TPEC,12,0.5487179487179488,0.5486794924273435
168784,TPEC,13,0.5641025641025641,0.5664265247646336
168784,TPEC,14,0.5641025641025641,0.5561424478100696
168784,TPEC,15,0.6256410256410256,0.6242636103151863
168784,TPEC,16,0.6051282051282051,0.6208530495292672
168784,TPEC,17,0.5948717948717949,0.611672533769955
168784,TPEC,18,0.5692307692307692,0.5881932050757266
168784,TPEC,19,0.6358974358974359,0.6363176422431436
168910,EA,0,0.3786407766990291,0.35950170306205365
168910,EA,1,0.4029126213592233,0.38432327512073405
168910,EA,2,0.2342233009708738,0.23391345732971885
168910,EA,3,0.2342233009708738,0.23391345732971885
168910,EA,4,0.33859223300970875,0.31282833880697386
168910,EA,5,0.4393203883495146,0.4198020207425041
168910,EA,6,0.2815533980582524,0.26669323862069716
168910,EA,7,0.40048543689320387,0.38891185118249744
168910,EA,8,0.2342233009708738,0.23391345732971885
168910,EA,9,0.32524271844660196,0.31471931553558413
168910,EA,10,0.2342233009708738,0.23391345732971885
168910,EA,11,0.2815533980582524,0.2719555775168509
168910,EA,12,0.2815533980582524,0.26831185282049463
168910,EA,13,0.2342233009708738,0.23391345732971885
168910,EA,14,0.2342233009708738,0.23391345732971885
168910,EA,15,0.38228155339805825,0.3520846698935211
168910,EA,16,0.3094660194174757,0.304465635274451
168910,EA,17,0.3907766990291262,0.37582598282104973
168910,EA,18,0.2342233009708738,0.23391345732971885
168910,EA,19,0.41019417475728154,0.3899891073188443
168910,Random,0,0.4854368932038835,0.4703892882265313
168910,Random,1,0.5157766990291263,0.5089728574769566
168910,Random,2,0.5169902912621359,0.5087031339435784
168910,Random,3,0.4854368932038835,0.4621589894649482
168910,Random,4,0.5048543689320388,0.4896779788570966
168910,Random,5,0.4902912621359223,0.4756533561196939
168910,Random,6,0.5048543689320388,0.4931869327866063
168910,Random,7,0.5012135922330098,0.487386420821492
168910,Random,8,0.4757281553398058,0.4744313192338177
168910,Random,9,0.4902912621359223,0.4799672946565801
168910,Random,10,0.4842233009708738,0.4693110310919162
168910,Random,11,0.4502427184466019,0.4523133524979002
168910,Random,12,0.4830097087378641,0.4827976627600434
168910,Random,13,0.4866504854368932,0.4716037721254742
168910,Random,14,0.4830097087378641,0.4717400898896445
168910,TPEBO,0,0.4575242718446602,0.451909131197203
168910,TPEBO,1,0.5121359223300971,0.5103198371466817
168910,TPEBO,2,0.4975728155339806,0.483879013889306
168910,TPEBO,3,0.5133495145631068,0.5041145578818149
168910,TPEBO,4,0.4817961165048544,0.4849600920190408
168910,TPEBO,5,0.46601941747572817,0.4655349016246202
168910,TPEBO,6,0.5097087378640777,0.5012814597830746
168910,TPEBO,7,0.5036407766990292,0.49804350338473913
168910,TPEBO,8,0.5230582524271845,0.5132880700116389
168910,TPEBO,9,0.49029126213592233,0.49156895558570685
168910,TPEBO,10,0.5194174757281553,0.5196330340348511
168910,TPEBO,11,0.4987864077669903,0.4927821654868537
168910,TPEBO,12,0.4065533980582524,0.40078123364846585
168910,TPEBO,13,0.4211165048543689,0.40820245280975664
168910,TPEBO,14,0.42597087378640774,0.4157576237393109
168910,TPEBO,15,0.4830097087378641,0.48806145765367825
168910,TPEC,0,0.2342233009708738,0.23391345732971885
168910,TPEC,1,0.2342233009708738,0.23391345732971885
168910,TPEC,2,0.30461165048543687,0.2823430275465623
168910,TPEC,3,0.4174757281553398,0.40860367111564894
168910,TPEC,4,0.2815533980582524,0.26682810038738636
168910,TPEC,5,0.2342233009708738,0.23391345732971885
168910,TPEC,6,0.2342233009708738,0.23391345732971885
168910,TPEC,7,0.2342233009708738,0.23391345732971885
168910,TPEC,8,0.2815533980582524,0.2683131268182906
168910,TPEC,9,0.2342233009708738,0.23391345732971885
168910,TPEC,10,0.2342233009708738,0.23391345732971885
168910,TPEC,11,0.3422330097087379,0.32658869800155244
168910,TPEC,12,0.3919902912621359,0.38648333838382454
168910,TPEC,13,0.2342233009708738,0.23391345732971885
190146,EA,0,0.7176470588235294,0.7240712074303405
190146,EA,1,0.7764705882352941,0.6805813553491571
190146,EA,2,0.7058823529411765,0.6846319229446165
190146,EA,3,0.7294117647058823,0.6872377020983832
190146,EA,4,0.7176470588235294,0.6886222910216718
190146,EA,5,0.7294117647058823,0.6925266597867217
190146,EA,6,0.7058823529411765,0.6991142070863433
190146,EA,7,0.6941176470588235,0.6991314069487444
190146,EA,8,0.6941176470588235,0.6963966288269694
190146,EA,9,0.7176470588235294,0.6846061231510148
190146,EA,10,0.6823529411764706,0.6727554179566563
190146,EA,11,0.7058823529411765,0.6978070175438595
190146,EA,12,0.7176470588235294,0.680718954248366
190146,EA,13,0.6470588235294118,0.6622463020295838
190146,EA,14,0.5647058823529412,0.4823099415204678
190146,EA,15,0.6823529411764706,0.6779927760577915
190146,EA,16,0.6352941176470588,0.6464912280701754
190146,EA,17,0.6588235294117647,0.6898520811833505
190146,EA,18,0.7058823529411765,0.6858359133126936
190146,EA,19,0.7411764705882353,0.7029927760577916
190146,Random,0,0.7411764705882353,0.7175180598555211
190146,Random,1,0.7647058823529411,0.7345287237702098
190146,Random,2,0.7176470588235294,0.7634674922600619
190146,Random,3,0.7647058823529411,0.7385706914344685
190146,Random,4,0.7411764705882353,0.7280099759201926
190146,Random,5,0.7411764705882353,0.7503267973856209
190146,Random,6,0.7529411764705882,0.7450464396284829
190146,Random,7,0.7294117647058823,0.7386136910904713
190146,Random,8,0.7058823529411765,0.7358531131750945
190146,Random,9,0.7411764705882353,0.7358703130374957
190146,Random,10,0.7294117647058823,0.7437564499484004
190146,Random,11,0.7058823529411765,0.7424234606123152
190146,Random,12,0.7529411764705882,0.7227296181630546
190146,Random,13,0.7529411764705882,0.7109391124871001
190146,Random,14,0.7294117647058823,0.7279669762641899
190146,TPEBO,0,0.788235294117647,0.7582473340213278
190146,TPEBO,1,0.8235294117647058,0.7595631234950121
190146,TPEBO,2,0.788235294117647,0.760827313381493
190146,TPEBO,3,0.8117647058823529,0.7595029239766082
190146,TPEBO,4,0.7294117647058823,0.7542827657378741
190146,TPEBO,5,0.7294117647058823,0.7424750601995183
190146,TPEBO,6,0.7647058823529411,0.7700378396972825
190146,TPEBO,7,0.7647058823529411,0.7779325765393877
190146,TPEBO,8,0.7176470588235294,0.7594943240454077
190146,TPEBO,9,0.788235294117647,0.7700120399036807
190146,TPEBO,10,0.7176470588235294,0.7227382180942552
190146,TPEBO,11,0.7411764705882353,0.7464568283453732
190146,TPEBO,12,0.788235294117647,0.7529669762641898
190146,TPEBO,13,0.788235294117647,0.7384330925352597
190146,TPEBO,14,0.7647058823529411,0.7253955968352253
190146,TPEBO,15,0.7647058823529411,0.7358531131750945
190146,TPEBO,16,0.8,0.7541967664258686
190146,TPEBO,17,0.7058823529411765,0.726642586859305
190146,TPEBO,18,0.7647058823529411,0.7410732714138286
190146,TPEBO,19,0.7294117647058823,0.745063639490884
190146,TPEC,0,0.7411764705882353,0.7188080495356038
190146,TPEC,1,0.6823529411764706,0.6727210182318542
190146,TPEC,2,0.6941176470588235,0.6728242174062607
190146,TPEC,3,0.7294117647058823,0.6819831441348468
190146,TPEC,4,0.7176470588235294,0.6820347437220502
190146,TPEC,5,0.6588235294117647,0.6951410388716891
190146,TPEC,6,0.7058823529411765,0.6964912280701754
190146,TPEC,7,0.6941176470588235,0.6925610595115239
190146,TPEC,8,0.6941176470588235,0.6911506707946335
190146,TPEC,9,0.7058823529411765,0.681965944272446
190146,TPEC,10,0.6823529411764706,0.6727468180254558
190146,TPEC,11,0.7176470588235294,0.6938682490540076
190146,TPEC,12,0.6705882352941176,0.6452270381836944
190146,TPEC,13,0.6588235294117647,0.6333075335397317
190146,TPEC,14,0.6705882352941176,0.6610509115927072
190146,TPEC,15,0.6823529411764706,0.6477898176814586
190146,TPEC,16,0.7294117647058823,0.6661420708634331
190146,TPEC,17,0.6588235294117647,0.6832731338149294
190146,TPEC,18,0.6352941176470588,0.6582817337461301
190146,TPEC,19,0.7058823529411765,0.6845717234262125
190410,EA,0,0.7448630136986302,0.7372320123473602
190410,EA,1,0.7311643835616438,0.7271338689908757
190410,EA,2,0.7311643835616438,0.7269444822733668
190410,EA,3,0.7311643835616438,0.72637378001725
190410,EA,4,0.7465753424657534,0.7380029960506604
190410,EA,5,0.7448630136986302,0.7461912932952017
190410,EA,6,0.7328767123287672,0.7275144582141723
190410,EA,7,0.7328767123287672,0.7277092922965183
190410,EA,8,0.7311643835616438,0.7263735984384221
190410,EA,9,0.7277397260273972,0.7290413545780562
190410,EA,10,0.7294520547945206,0.7282767261337328
190410,EA,11,0.7311643835616438,0.7273218030777612
190410,EA,12,0.7294520547945206,0.7288452494439149
190410,EA,13,0.7311643835616438,0.7269448454310228
190410,EA,14,0.7294520547945206,0.7265642562077261
190410,EA,15,0.7311643835616438,0.7275122792682374
190410,EA,16,0.7328767123287672,0.7284717417949068
190410,EA,17,0.7294520547945206,0.7284668391665531
190410,EA,18,0.7448630136986302,0.7456189568296336
190410,Random,0,0.75,0.7522894366516863
190410,Random,1,0.7654109589041096,0.7549559217395252
190410,Random,2,0.7568493150684932,0.7566691179808435
190410,Random,3,0.7585616438356164,0.7593323346497798
190410,Random,4,0.773972602739726,0.772671841663262
190410,Random,5,0.7705479452054794,0.7690587861455355
190410,Random,6,0.7671232876712328,0.7667656271278769
190410,Random,7,0.7636986301369864,0.7635291660992328
190410,Random,8,0.7482876712328768,0.7600964183576195
190410,Random,9,0.7534246575342466,0.7682948840165237
190410,Random,10,0.7671232876712328,0.7530404466839167
190410,Random,11,0.7585616438356164,0.7482827182350539
190410,Random,12,0.7756849315068494,0.7713417767488311
190410,Random,13,0.7585616438356164,0.7517149212401832
190410,Random,14,0.7688356164383562,0.7627650823913932
190410,TPEBO,0,0.7636986301369864,0.7751520268736666
190410,TPEBO,1,0.7842465753424658,0.7793435925371102
190410,TPEBO,2,0.7705479452054794,0.7722952471741795
190410,TPEBO,3,0.7363013698630136,0.7320824367878705
190410,TPEBO,4,0.7671232876712328,0.7732498070724952
190410,TPEC,0,0.738013698630137,0.7366653048254574
190410,TPEC,1,0.7311643835616438,0.72637378001725
190410,TPEC,2,0.7294520547945206,0.7267511008216443
190410,TPEC,3,0.7311643835616438,0.7275186345272141
190410,TPEC,4,0.7448630136986302,0.7427632666031141
190410,TPEC,5,0.7294520547945206,0.7282792682373235
190410,TPEC,6,0.7294520547945206,0.7277051159834763
190410,TPEC,7,0.7294520547945206,0.7284639339053067
190410,TPEC,8,0.7294520547945206,0.7271362295156385
190410,TPEC,9,0.7294520547945206,0.7269455717463342
190410,TPEC,10,0.7465753424657534,0.7418056198647237
190410,TPEC,11,0.7294520547945206,0.7263755958055291
190410,TPEC,12,0.7294520547945206,0.7280860683644287
190410,TPEC,13,0.7397260273972602,0.7397121975577647
190412,EA,0,0.7,0.7333333333333334
190412,EA,1,0.6,0.8111111111111111
190412,EA,2,0.7,0.8111111111111111
190412,EA,3,0.7,0.788888888888889
190412,EA,4,0.7,0.7666666666666667
190412,EA,5,0.8,0.8666666666666666
190412,EA,6,0.7,0.788888888888889
190412,EA,7,0.7,0.7888888888888889
190412,EA,8,0.9,0.8111111111111111
190412,EA,9,0.8,0.8111111111111111
190412,EA,10,0.7,0.7555555555555556
190412,EA,11,0.7,0.7777777777777779
190412,EA,12,0.7,0.7777777777777779
190412,EA,13,0.6,0.7222222222222222
190412,EA,14,0.6,0.788888888888889
190412,EA,15,0.7,0.8666666666666666
190412,EA,16,0.8,0.8333333333333333
190412,EA,17,0.7,0.788888888888889
190412,EA,18,0.7,0.8111111111111111
190412,EA,19,0.7,0.8555555555555557
190412,Random,0,0.7,0.8444444444444444
190412,Random,1,0.7,0.7777777777777778
190412,Random,2,0.7,0.8
190412,Random,3,0.7,0.8222222222222222
190412,Random,4,0.7,0.8666666666666666
190412,Random,5,0.7,0.8111111111111111
190412,Random,6,0.7,0.9
190412,Random,7,0.7,0.8333333333333334
190412,Random,8,0.7,0.8222222222222222
190412,Random,9,0.6,0.788888888888889
190412,Random,10,0.7,0.8666666666666666
190412,Random,11,0.8,0.8111111111111111
190412,Random,12,0.7,0.8
190412,Random,13,0.7,0.8666666666666668
190412,Random,14,0.8,0.8111111111111111
190412,TPEBO,0,0.8,0.8
190412,TPEBO,1,0.6,0.8222222222222222
190412,TPEBO,2,0.7,0.8666666666666668
190412,TPEBO,3,0.7,0.8111111111111111
190412,TPEBO,4,0.9,0.8111111111111111
190412,TPEBO,5,0.7,0.8666666666666666
190412,TPEBO,6,0.7,0.8555555555555555
190412,TPEBO,7,0.7,0.8333333333333333
